1,,494674.545000,4038469.186000,35.756000
2,,494674.577000,4038469.151000,35.743000
3,,494675.475000,4038469.358000,35.469000
4,,494676.319000,4038470.249000,35.322000
5,,494679.808000,4038471.481000,35.144000
6,,494681.833000,4038472.747000,34.956000
7,,494684.538000,4038471.986000,34.907000
8,,494686.422000,4038472.961000,35.185000
9,,494687.740000,4038474.190000,35.709000
10,,494688.575000,4038477.031000,35.480000
11,,494688.691000,4038480.920000,35.798000
12,,494689.112000,4038484.413000,36.401000
13,,494689.314000,4038486.279000,36.332000
14,,494689.330000,4038487.973000,36.579000
15,,494689.199000,4038491.107000,36.584000
16,,494688.924000,4038493.507000,36.925000
17,,494689.463000,4038496.569000,36.994000
18,,494690.375000,4038497.492000,37.356000
19,,494689.627000,4038501.795000,37.656000
20,,494690.666000,4038504.990000,38.133000
21,,494689.470000,4038509.573000,38.352000
22,,494689.496000,4038511.859000,38.630000
23,,494689.427000,4038514.897000,39.353000
24,,494689.521000,4038521.002000,39.471000
25,,494689.750000,4038527.132000,39.781000
26,,494686.394000,4038531.223000,40.309000
27,,494688.300000,4038533.265000,40.675000
28,,494687.960000,4038539.975000,39.869000
29,,494686.158000,4038543.533000,40.344000
30,,494685.724000,4038544.512000,40.454000
31,,494685.455000,4038544.084000,39.916000
32,,494683.052000,4038544.047000,39.789000
33,,494679.800000,4038541.438000,39.615000
34,,494673.847000,4038543.363000,40.569000
35,,494676.786000,4038545.891000,40.638000
36,,494673.045000,4038543.177000,40.323000
37,,494673.286000,4038543.159000,40.131000
38,,494674.987000,4038541.549000,39.744000
39,,494677.285000,4038538.624000,39.612000
40,,494675.533000,4038536.319000,39.943000
41,,494672.881000,4038531.742000,39.394000
42,,494681.352000,4038537.333000,39.097000
43,,494680.493000,4038536.278000,39.043000
44,,494678.954000,4038535.239000,38.890000
45,,494676.890000,4038533.110000,38.661000
46,,494675.707000,4038531.657000,38.773000
47,,494674.129000,4038528.465000,38.632000
48,,494678.520000,4038527.332000,38.732000
49,,494678.081000,4038526.165000,38.802000
50,,494676.896000,4038524.118000,38.253000
51,,494675.085000,4038521.621000,38.319000
52,,494675.807000,4038521.449000,38.357000
53,,494676.643000,4038519.803000,38.878000
54,,494677.341000,4038517.645000,38.880000
55,,494677.635000,4038514.108000,38.575000
56,,494677.406000,4038509.746000,38.308000
57,,494674.929000,4038509.393000,38.390000
58,,494672.589000,4038512.218000,38.503000
59,,494671.566000,4038514.278000,38.689000
60,,494671.706000,4038516.844000,38.867000
61,,494672.489000,4038508.392000,38.481000
62,,494674.446000,4038505.919000,37.926000
63,,494675.768000,4038503.684000,37.705000
64,,494674.674000,4038500.606000,37.637000
65,,494677.571000,4038499.364000,37.088000
66,,494677.869000,4038497.561000,37.107000
67,,494676.449000,4038495.498000,37.163000
68,,494676.314000,4038493.275000,37.220000
69,,494677.896000,4038492.645000,36.527000
70,,494676.777000,4038490.348000,36.286000
71,,494677.857000,4038489.028000,36.817000
72,,494680.267000,4038488.822000,36.691000
73,,494678.981000,4038486.103000,36.526000
74,,494676.584000,4038485.581000,36.841000
75,,494674.214000,4038484.350000,36.782000
76,,494672.842000,4038482.756000,36.868000
77,,494671.626000,4038479.885000,36.534000
78,,494670.513000,4038478.722000,36.340000
79,,494669.404000,4038476.838000,36.079000
80,,494668.142000,4038476.476000,36.128000
81,,494667.669000,4038480.246000,36.287000
82,,494667.785000,4038483.629000,36.546000
83,,494668.894000,4038487.600000,37.179000
84,,494670.405000,4038490.742000,37.374000
85,,494671.665000,4038493.213000,37.444000
86,,494665.965000,4038482.373000,36.764000
87,,494666.462000,4038480.099000,36.267000
88,,494666.702000,4038477.085000,35.858000
89,,494666.108000,4038474.215000,35.666000
90,,494665.805000,4038472.153000,35.838000
91,,494665.121000,4038468.429000,35.472000
92,,494664.424000,4038466.229000,35.565000
93,,494663.088000,4038464.181000,35.310000
94,,494661.898000,4038463.426000,35.370000
95,,494659.775000,4038462.575000,35.188000
96,,494656.318000,4038462.275000,34.796000
97,,494653.003000,4038461.969000,34.622000
98,,494650.452000,4038461.368000,34.843000
99,,494647.821000,4038460.562000,34.903000
100,,494645.386000,4038460.264000,34.929000
101,,494643.533000,4038459.515000,34.824000
102,,494640.239000,4038460.030000,34.939000
103,,494637.736000,4038460.004000,35.062000
104,,494634.763000,4038459.543000,35.035000
105,,494631.993000,4038457.411000,35.185000
106,,494630.122000,4038456.972000,35.193000
107,,494627.221000,4038456.099000,34.877000
108,,494624.246000,4038456.424000,34.728000
109,,494621.588000,4038455.923000,34.695000
110,,494620.115000,4038456.106000,34.876000
111,,494617.010000,4038455.921000,34.702000
112,,494615.159000,4038455.766000,34.916000
113,,494612.493000,4038455.471000,35.148000
114,,494609.390000,4038454.772000,35.159000
115,,494606.007000,4038453.909000,35.076000
116,,494602.737000,4038453.572000,34.808000
117,,494599.447000,4038453.238000,34.713000
118,,494597.388000,4038453.130000,34.742000
119,,494594.075000,4038452.979000,34.665000
120,,494591.016000,4038453.007000,34.557000
121,,494590.287000,4038454.754000,34.802000
122,,494589.801000,4038457.353000,34.824000
123,,494591.438000,4038457.977000,35.084000
124,,494593.229000,4038458.061000,34.951000
125,,494595.940000,4038458.711000,34.409000
126,,494597.982000,4038459.144000,34.596000
127,,494600.217000,4038459.817000,34.797000
128,,494602.591000,4038460.240000,35.056000
129,,494605.233000,4038460.033000,35.308000
130,,494607.659000,4038460.544000,35.095000
131,,494609.268000,4038460.777000,35.417000
132,,494611.927000,4038461.077000,35.195000
133,,494613.479000,4038461.071000,35.191000
